Element Size,Aspect Ratio,Min Angle (deg),Max Angle (deg),Grading Ratio,SICN,Gamma,SIGE
0.022530336330329297,2.1350686052635908,45.37966644973817,74.16908961750354,1.0698989324677435,0.47136146756981523,0.9427229351396305,1.553730853201397
0.004900535442330187,2.0776909862268376,50.15108884236468,72.3390185595281,1.1904961549887925,0.483857965719798,0.967715931439596,1.471443419491301
0.007761638147443504,2.3752240840756533,39.129031741974984,85.96490397247243,1.392095099352243,0.43248881829005253,0.8649776365801051,1.9318802709649823
0.01819402859832468,2.211524410846428,44.87629430680564,80.64884120623442,1.1024850956073289,0.4599286663511977,0.9198573327023954,1.7182826695458424
0.01402753119285277,2.30394049038011,40.03910557550376,82.48758977745267,1.3698514784854505,0.4419170254920346,0.8838340509840692,1.827828520623772
0.008703021556487674,2.5426646256278556,31.645036688115276,80.52536183854183,1.134812089164656,0.3941863251632062,0.7883726503264123,2.0301074470414227
0.015121612433681765,2.4279621722001945,44.509236914038176,90.45373150647517,1.1774348729487778,0.4312729027820528,0.8625458055641056,2.0159874793229364
0.0013630615786603695,3.280707272345336,28.05704428512075,105.38119966870957,1.1280305845829874,0.33987865020507546,0.6797573004101509,2.8231358653887217
0.05001322269000588,2.0905085655031783,47.90574589332414,71.71518345465186,1.3229008763503929,0.48049152349048246,0.9609830469809649,1.4719495270548015
0.014078128181857379,2.250673051409489,42.96748913636622,81.90360531183931,1.2234464379187426,0.45277492763568744,0.9055498552713749,1.7704493062553754
0.033691180685113925,2.328352029720485,43.136362703805226,86.29829298638438,1.1105827592568185,0.4431192380725267,0.8862384761450534,1.8896875581940928
0.036479476635357305,2.209961922204865,43.777221244797644,79.67951349495013,1.0127224066998706,0.45905952309562237,0.9181190461912447,1.704420751895812
0.0028008442887124596,2.0979258268821086,47.27413270131275,71.87927030132194,1.6298082358214512,0.47881762343798845,0.9576352468759769,1.4814239898186354
0.002169142644608005,2.37200768090238,35.167455753630385,73.38708000094951,1.059508543608752,0.42176964420494595,0.8435392884098919,1.7549552349996917
0.03137317989662609,2.076178575142343,52.10895513469436,73.0051991096379,1.3850916078823516,0.4846144127104218,0.9692288254208437,1.4814086705325047
0.015262343402964788,2.453777714443161,33.186973671703996,75.83450985555623,1.019563402401599,0.4073374239343375,0.814674847868675,1.8736658057896942
0.001472396506201034,2.8211688565867488,34.124747573273424,99.11304645430286,1.100157272879717,0.3839586250797529,0.7679172501595058,2.415925117484267
0.0024091133625935386,2.563538025127885,32.820318059473216,86.95891519452941,1.1401263732295925,0.39801897574670264,0.7960379514934053,2.1227126454160583
0.011328473971548859,2.016228565981536,55.45478512507766,65.64507840120329,1.15143285709169,0.49647438923028625,0.9929487784605725,1.2916788141691267
0.010123959138422645,2.0015530897630835,58.46935937417827,61.65702256552051,1.1668147796113775,0.4996557401664436,0.9993114803328872,1.1938316977158554
0.002846693534940084,2.4099711973640057,36.31425137732306,84.04753955007031,1.1728481185976154,0.4223089752259116,0.8446179504518232,1.9464260270063694
0.016989687778554967,2.4981343726441776,34.401002096678646,86.25642493622998,1.1444104851673935,0.40877418790883874,0.8175483758176775,2.053160370265971
0.03498772789400629,2.1865099280160023,45.85778029395297,79.50266968212959,1.5101201836468703,0.4642540332100792,0.9285080664201584,1.6801219236351228
0.02750608387834959,2.100867404584548,47.841399476705575,73.13148281881065,1.193752799271143,0.4787663367559786,0.9575326735119573,1.5056454922496667
0.049988651675848046,2.2938179321798517,38.27863995469887,77.78706329966624,1.4755577629595296,0.43898564586749356,0.8779712917349871,1.7563435132268037
0.034776716336343216,2.4372024463529556,36.95462014183409,86.89037416233025,1.1955582699542475,0.421599991588362,0.843199983176724,1.99981343208403
0.04339828578761035,2.0403441196658436,50.898508984915566,64.75866559019879,1.2479121193583538,0.49080104607676167,0.9816020921535233,1.2930684297322013
0.04130523152850479,2.2559837628156694,43.33560582927493,82.52173043469443,1.0326784950695589,0.4525006337245709,0.9050012674491418,1.7825989397050406
0.002207181961432209,2.068093765218511,52.12429252815778,72.19322332735521,1.4354953397205554,0.48609549399854923,0.9721909879970985,1.4603998622968697
0.02430827602987268,2.756339664316353,36.53740109601669,98.58655661676924,1.0823633118281157,0.39312618895932994,0.7862523779186599,2.353915434467973
0.009838588417706374,2.1001142742990075,46.020854812471235,67.48498348131457,1.245661542353633,0.4772963019627828,0.9545926039255656,1.3999191433957388
0.03319942600069735,2.244652191016053,40.8749780081252,78.77422713731646,1.0074162943949678,0.4503186247764377,0.9006372495528754,1.7246663781189076
0.036943583373310745,2.3311017046993068,36.33440948317748,73.18292586000341,1.0311006426246467,0.4295068513592766,0.8590137027185532,1.7140820104077314
0.01438613184653797,2.1028683195399758,50.06840270983868,74.88459392063369,1.0814385920616392,0.47948376829290656,0.9589675365858131,1.5360528959491369
0.017804713814632746,2.093447925878867,47.07833268736354,70.58536971171715,1.1774348729487778,0.4793652044134362,0.9587304088268724,1.4541661855030203
0.00219581367888933,2.073509362061278,52.371200612376214,72.79946796123943,1.3379903665544692,0.48513496982528864,0.9702699396505773,1.4755607253633094
0.03717290916283958,2.476447446355878,35.6761378140854,87.27074725037816,1.0173067505505975,0.41463763605711446,0.8292752721142289,2.040961417046698
0.0652589988505965,2.7413981901814055,33.82142807434791,96.46794137762208,1.1567082425000421,0.38888439075770787,0.7777687815154157,2.340317077583796
0.01637218641581583,2.1124154499916163,51.28135167847216,75.91975525347718,1.2559266406098166,0.47805149288558013,0.9561029857711603,1.5607573521548552
0.03370289433556205,2.3971688674957194,42.31044036236653,88.98632076063046,1.0577204611427984,0.434163531901416,0.868327063802832,1.9770047470301197
0.010929600954654181,2.056795291410628,53.52310970267892,71.28318225644897,1.2857694468372933,0.4883620535296822,0.9767241070593644,1.4345180545699279
0.005337970531343464,2.922916438053127,26.983472705018407,91.37688944546028,1.155162232886136,0.3492348835885343,0.6984697671770685,2.5038150915109862
